Name,CAS no,"Origin (company, synthesis method)",Shape,Initial coating/functionalization,"Diameter, nm","Length, nm",Possible impurities,"Surface area, BET (m2/g)",Other observations,Media,"Method to
measure the size (DLS, NTA)","Size of nanomaterial in the test, nm",Dissolution (if applicable) of nanomaterial in the test,Zeta potential of nanomaterial in the test,"Type of test organism (selection: bacteria, algae, crustacean, protozoa, fish, earthworm, other)",Test organism,Test media,Test duration (h or days),"Test temperature, other important conditions",Illumination,Test endpoint,Toxicity measure,Toxicity value,Other observations,Specific mechanisms of toxicity,"Accumulation in cells, tissues and organs",Authors,Title,Journal,Vol,Issue,Start page,End page,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"SigmaAldrich(St.Louis,MO,USA)",spherical,PVP,20-100 ,,5% trace metals,,,"filtered lake water from VIT lake, Vellore, India: conductance: 4.5±0.17 mS/cm; pH: 7.7±0.2; dissolved oxygen (DO): 7.4±0.49 mg/L; total dissolved solids (TDS): 820±80 mg/L; total organic carbon (TOC): 15 mg/C/L",DLS,443 ± 15 nm,<1 µg/L,-3.52 ± 1.2 mV,bacteria,consorcium  of Bacillus thuringiensis and Bacillus aquimaris,"filtered lake water from VIT lake, Vellore, India: conductance: 4.5±0.17 mS/cm; pH: 7.7±0.2; dissolved oxygen (DO): 7.4±0.49 mg/L; total dissolved solids (TDS): 820±80 mg/L; total organic carbon (TOC): 15 mg/C/L",6 h,37 °C,,viability,EC52.1 ± 3.7,0.55 ± 0.06 µg/mL,"Incubation of consortium in AgNPs at 1 µg/mL concentrations resulted in the formation of flake like cell aggregates. After 6 h of interaction practically all the cells were assembled into aggregates, and single cells were very few in numbers. The AgNPs were observed to be adsorbed on the cell surface of the bacterial cell wall in the treated samples. The morphology of the cells in the bacterial consortium was changed from regular shape to irregular, distorted shape, formation of small vacuole-like structures could be noted giving a patchy appearance to cells.",No involvement of ion leaching from the AgNPs was observed at low concentration levels (≤1 ppm) proving that the observed toxicity was probably due to enhanced colloidal stability of AgNPs in the experimental medium.,,"Kumar, Deepak; Kumari, Jyoti; Pakrashi, Sunandan; Dalai, Swayamprava; Raichur, Ashok M.; Sastry, T. P.; Mandal, A. B.; Chandrasekaran, N.; Mukherjee, Amitava",Qualitative toxicity assessment of silver nanoparticles on the fresh water bacterial isolates and consortium at low level of exposure concentration,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,108,,152,160,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"SigmaAldrich(St.Louis,MO,USA)",spherical,PVP,20-100 ,,5% trace metals,,,"filtered lake water from VIT lake, Vellore, India: conductance: 4.5±0.17 mS/cm; pH: 7.7±0.2; dissolved oxygen (DO): 7.4±0.49 mg/L; total dissolved solids (TDS): 820±80 mg/L; total organic carbon (TOC): 15 mg/C/L",DLS,443 ± 15 nm,<1 µg/L,-3.52 ± 1.2 mV,bacteria,consorcium  of Bacillus thuringiensis and Bacillus aquimaris,"filtered lake water from VIT lake, Vellore, India: conductance: 4.5±0.17 mS/cm; pH: 7.7±0.2; dissolved oxygen (DO): 7.4±0.49 mg/L; total dissolved solids (TDS): 820±80 mg/L; total organic carbon (TOC): 15 mg/C/L",6 h,37 °C,,viability,EC61.5 ± 3.8,0.75 ± 0.07 µg/mL,"Incubation of consortium in AgNPs at 1 µg/mL concentrations resulted in the formation of flake like cell aggregates. After 6 h of interaction practically all the cells were assembled into aggregates, and single cells were very few in numbers. The AgNPs were observed to be adsorbed on the cell surface of the bacterial cell wall in the treated samples. The morphology of the cells in the bacterial consortium was changed from regular shape to irregular, distorted shape, formation of small vacuole-like structures could be noted giving a patchy appearance to cells.",No involvement of ion leaching from the AgNPs was observed at low concentration levels (≤1 ppm) proving that the observed toxicity was probably due to enhanced colloidal stability of AgNPs in the experimental medium.,,"Kumar, Deepak; Kumari, Jyoti; Pakrashi, Sunandan; Dalai, Swayamprava; Raichur, Ashok M.; Sastry, T. P.; Mandal, A. B.; Chandrasekaran, N.; Mukherjee, Amitava",Qualitative toxicity assessment of silver nanoparticles on the fresh water bacterial isolates and consortium at low level of exposure concentration,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,108,,152,160,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"SigmaAldrich(St.Louis,MO,USA)",spherical,PVP,20-100 ,,5% trace metals,,,"filtered lake water from VIT lake, Vellore, India: conductance: 4.5±0.17 mS/cm; pH: 7.7±0.2; dissolved oxygen (DO): 7.4±0.49 mg/L; total dissolved solids (TDS): 820±80 mg/L; total organic carbon (TOC): 15 mg/C/L",DLS,443 ± 15 nm,<1 µg/L,-3.52 ± 1.2 mV,bacteria,consorcium  of Bacillus thuringiensis and Bacillus aquimaris,"filtered lake water from VIT lake, Vellore, India: conductance: 4.5±0.17 mS/cm; pH: 7.7±0.2; dissolved oxygen (DO): 7.4±0.49 mg/L; total dissolved solids (TDS): 820±80 mg/L; total organic carbon (TOC): 15 mg/C/L",6 h,37 °C,,viability,EC65.9 ± 1.2,1.0 ± 0.07 µg/mL,"Incubation of consortium in AgNPs at 1 µg/mL concentrations resulted in the formation of flake like cell aggregates. After 6 h of interaction practically all the cells were assembled into aggregates, and single cells were very few in numbers. The AgNPs were observed to be adsorbed on the cell surface of the bacterial cell wall in the treated samples. The morphology of the cells in the bacterial consortium was changed from regular shape to irregular, distorted shape, formation of small vacuole-like structures could be noted giving a patchy appearance to cells.",No involvement of ion leaching from the AgNPs was observed at low concentration levels (≤1 ppm) proving that the observed toxicity was probably due to enhanced colloidal stability of AgNPs in the experimental medium.,,"Kumar, Deepak; Kumari, Jyoti; Pakrashi, Sunandan; Dalai, Swayamprava; Raichur, Ashok M.; Sastry, T. P.; Mandal, A. B.; Chandrasekaran, N.; Mukherjee, Amitava",Qualitative toxicity assessment of silver nanoparticles on the fresh water bacterial isolates and consortium at low level of exposure concentration,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,108,,152,160,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",DLS,140 ± 7 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",0 min,28 °C,dark,luminiescence inhibition,IC50,62.8 ± 16.2 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",DLS,40 ± 1 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",0 min,28 °C,dark,luminiescence inhibition,NOEC,32.0 ± 4.9 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",DLS,140 ± 7 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",15 min ,28 °C,dark,luminiescence inhibition,IC50,9.3 ± 1.3 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",DLS,40 ± 1 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",15 min ,28 °C,dark,luminiescence inhibition,NOEC,13.8 ± 1.5 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",DLS,140 ± 7 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",30 min,28 °C,dark,luminiescence inhibition,IC50,4.8 ± 0.3 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",DLS,40 ± 1 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",30 min,28 °C,dark,luminiescence inhibition,NOEC,6.4 ± 0.4 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",DLS,140 ± 7 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",60 min,28 °C,dark,luminiescence inhibition,IC50,3.8 ± 0.1 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",DLS,40 ± 1 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",60 min,28 °C,dark,luminiescence inhibition,NOEC,5.0 ± 0.7 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",DLS,140 ± 7 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",90 min,28 °C,dark,luminiescence inhibition,IC50,4.0 ± 0.1 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",DLS,40 ± 1 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",90 min,28 °C,dark,luminiescence inhibition,NOEC,4.4 ± 0.9 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",DLS,140 ± 7 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"Luria Bertani laboratory rich medium (10.0 g/L of tryptone, 5.0 g/L of yeast extract, 5.0 g/L of NaCl, pH 7)",120 min,28 °C,dark,luminiescence inhibition,IC50,4.0 ± 0.2 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag,7440-22-4,"European Commission's Joint Research Centre (Ispra, Italy), dispersed with 4% each of Polyoxyethylene Glycerol Trioleate and Polyoxyethylene (20) Sorbitan mono-Laurat (Tween 20)",,"uncoated, Polyoxyethylene Glycerol Trioleate, Polyoxyethylene (20) Sorbitan
mono-Laurat (Tween 20)",15,,,,,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",DLS,40 ± 1 nm,,,bacteria,Pseudomonas putida BS566::luxCDABE,"artificial wastewater (AB mineral medium 2 g/L (NH4)2SO4, 6 g/L Na2HPO4, 3 g/L KH2PO4, 3 g/L NaCl, 0.1 mM CaCl2, 1 mM MgCl2, 3 µM FeCl3, pH 7; supplemented with 0.5% (w/v) of glucose as carbon source)",120 min,28 °C,dark,luminiescence inhibition,NOEC,4.0 ± 0.8 mg/L,,,,"Mallevre, Florian; Fernandes, Teresa F.; Aspray, Thomas J.","Silver, zinc oxide and titanium dioxide nanoparticle ecotoxicity to bioluminescent Pseudomonas putida in laboratory medium and artificial wastewater",ENVIRONMENTAL POLLUTION,195,,218,225,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TiO2,13463-67-7,"BASF SE (Germany), dispersed with 5 min ultrasonication",,uncoated,20-30 ,,>99.5% purity,48.6,"70% anatase
30% rutile",Artificial Elendt M4 (OECD guideline 202),DLS,0.5-10 000,,,crustacean,Daphnia magna,Artificial Elendt M4 (OECD guideline 202),48 h, 20 ± 2 °C,16-h/8-h light/dark cycle,immobilization,EC10,> 100 mg/L,,,,"Wiench, Karin; Wohlleben, Wendel; Hisgen, Volker; Radke, Kristin; Salinas, Edward; Zok, Sabine; Landsiedel, Robert",Acute and chronic effects of nano- and non-nano-scale TiO2 and ZnO particles on mobility and reproduction of the freshwater invertebrate Daphnia magna,CHEMOSPHERE,76,10,1356,1365,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
